そこの人、 頼み事とかありますか？	What can I do for you, stranger?
もとはといえば、 これは私の任務の はずなのに。	By right, this mission should be mine.
私は別件で 東に行かなくちゃ ならないの。 	I am bound east on other matters.
この小船は ギリシャの大型船並みに 早いわよ。 	This boat is as fast as any Greek vessel.
あなたの準備が 整い次第 出港するわよ。	We can set sail whenever you are ready.
この小船は クレタ島クノッソス 行きだよ。	This boat sails for Knossos, island of Crete.
乗ってくれ。 船が出るよ。	Come aboard then, we're set to sail.
準備ができたら 戻りなよ。	Come back when you're ready.
どうして 戻ってきたの？ あなたにテルキンを 止めるつもりが ないなら、 私がやるわ！	Why have you come back from Knossos?  If you are not going to stop the Telkine – let me!
神殿を探して いるのかい？ 用心おしよ。 伝承によれば、 神殿の地下迷宮には ミノタウロスが 住んでるって いうからね。 生きて帰り たいなら、 地下に行くのは やめときな！	You seek the palace?  Be warned – tales speak of the minotaur beast who dwells in the labyrinth beneath the palace. You won't be going down there if you want to come up again!
神殿は トリトン山脈の頂上だ。 でもね、 ミノタウロスの話は 古女房の 噂話なんかじゃ ないんだよ！	The palace lies atop Tritons Ridge, but hear me, the minotaur is no old wives' tale!
その昔、 ミノス王は 神の怒りを買った。 ともかくそう 伝えられてる。 それからは 不幸の連続さね。 しまいには、 王妃が牛の 頭をした 子どもを 生んだんだ！ そいつが最初の ミノタウロスさ。	Long ago, King Minos went afoul of a god.  At least that's how some tell it.  Well, much of no good took place, and in the end his wife bore a son with a bull's head! That was the first minotaur.
霧を抜けたら 神殿と迷宮に着くよ。 でもそんなこと するのは愚か者だよ、 まったくね！	Through the fog you'll find the palace and the labyrinth.  A fool's errand, that is!
あの迷路を 生き延びたとはね。 私を水の中に 放り投げて、 間抜け呼ばわり してくれて結構！ あんたは相当な 腕前らしいね。	You survived the maze.  Well toss me in water and call me a fish!  I suppose you're some warrior now, aren't you?
でも 私の言ったことは 本当だったろ？ ミノタウロスは おとぎ話なんか じゃないって。	But I was right, wasn't I?  Minotaurs were no old tale.
ミノタウロスを 倒したって！ 酒場の詩人たちが すぐにあんたの 歌を作るよ。	Killed a Minotaur!  They'll have a song of that in the tavern, soon enough.
あなたって人は…、 彼奴を倒したなんて！ こっそり隠れて 一部始終を 見てましたよ。 すごいや！ 人間がテルキンを 片付けることが できたなんて、 まだ信じられない！ ただ、 導管の破壊を 食い止めることが できなかったのは 不幸でした。 これで 神々との交信が 絶たれて しまった。 我らが本当に 神の助力を 必要とするときに、 神々は私たちの 嘆きを聞くことも 助けることも できない というわけです。 神々との交信が 途絶えたまま となれば、 人類は 怪物どもに対して 圧倒的に 不利な状況に 追い込まれてしまう。 頼みます、 エジプトに 行ってください。 イムホテップと いう名の、 プロメテウス 騎士団の 賢人を探すのです。 彼は導管の 性質に精通した 人物です。 もう彼に 頼るしか ありません。 彼はラコティスの 街にいます。 私の船を 使ってください。 川のそばに 泊めてあります。	You – you destroyed him!  I saw it all from where I was hiding.  It was amazing!  I still can't believe that a mortal actually managed to best a Telkine!  Unfortunately, there was no way to stop him from destroying the conduit.  Now we are cut off from the gods.  They cannot hear our cries, and they cannot help us when we need them most.  If there is no way to reconnect the two realms, I fear that human-kind stands little chance against the monster scourge.  Please, go to Egypt.   Seek out a man named Imhotep, a sage of the Order of Prometheus.  He knows more about the nature of the conduit than any other mortal.  He may be our only hope.  You will find him in the city of Rhakotis.  Take my ship.  It is anchored at the river nearby.
ラコティスへ 急いで。 イムホテップが 待っています。 	Travel quickly to Rhakotis, Imhotep will be expecting you.
戦士殿、 あなたの準備が でき次第、 もういつだって 出航できますよ。	The ship is waiting, warrior, whenever you are ready.
普通の人間が テルキンを倒せるなんて 思いも寄らなかった。 でもそれと 同じくらい 驚いたのは、 導管が砕け 散ったことです。 思い出した だけでも 恐ろしい…。	I did not think a mortal could slay a Telkine.  As amazed as I am, dread overwhelms me at the thought of the shattered conduit.
別の報せがあります。 レオニダスが ギリシャ全軍の結集に 成功したそうです。 我々の地位も 上がりましたが、 それで化け物の 大群に勝利できる とも思えません。 兵の補充も 十分ではない ようです。 これまでにも 増して、 我々には神々の 助けが必要です。	I have other news.  Leonidas was successful in uniting the Greeks.  Although our ranks have increased, I do not believe we can win against this onslaught of monsters.  They seem to have a limitless supply of reinforcements.  We need the gods now more than ever. 
この先の波止場に 小船があります。 私は引き返して 秘密の扉を 閉めてきます。	You will find the boat at the docks beyond this passage.  I shall go back to closing my secret door.
イムホテップとは 会われましたか？ どうして ギリシャに 戻ってきたのです？ 彼を助けて、 神々との交信を 再開させねば ならないのに！	Did you speak with Imhotep?  Why have you come back to Greece?  You must help him re-establish our contact with the gods!
あなたは イムホテップの待つ エジプトで必要と されているのです。	You are needed in Egypt where Imhotep awaits.
私も多くの 謎に取り組んで きましたが、 あなたのその、 儀式とイムホテップの 失敗の一件ほど 奇妙な話は 聞いたことが ありません。 戦士殿、 あなたはテルキンの 一人を倒しました。 どうか他のテルキンも 退治してください！	I am versed in many mysteries, but your tale of the invocation and Imhotep’s failure are most strange.   Warrior, you have killed one Telkine.  Let us hope you can defeat another!
英雄よ、 勇敢であれ。 	Fight bravely, hero.
俺はエジプトへ 向かうよう 言いつかってる。 もう出るかい？	I have orders for passage to Egypt.  Ready to sail?
乗客の方々、 港湾都市ラコティスだ。	All aboard – port city of Rhakotis.
それじゃあ、 出るときは 声をかけてくれ。	Well then, we'll sail when you give the word.
ごきげんよう、 旅のお方。 私はイムホテップ。 誉れ高き パイドロスが、 あなたの 功績を称え、 またあなたの お越しを 知らせてきました。 伝説上の 勇士でさえ、 テルキンとは 互角の勝負 だったこと でしょう。 あなたは誰にも 成し得なかった 勝利をおさめて いるのです。 {^n}{^n}怪物や、 自然の理に反する 生き物たちに 悩まされているのは、 ギリシャだけ ではありません。 ここエジプトもまた 混沌としています。 ファラオも 難を避け、 身を隠して おいでです。 エジプト全軍を もってしても、 怪物どもの侵攻を 止められません。 神々の 助けがなければ、 もう我々に 成すすべなく、 死か、 あるいは奴隷と なるしか ありません。 {^n}{^n}私は、 導管なしで 天界と交信する 方法を 知っています。 いにしえの 祈祷の儀式に のっとれば、 神々を 呼び出すことが できるはずです。 ラコティスの 大図書館へ赴き、 祈祷の巻物を 見つけてください。 ただし、 ゆめゆめ警戒を 怠られませぬよう、 申し添えて おきます。 怪物どもは 既に書庫にまで 侵入したらしい ですからな。 戦士ならぬ 私には、 あなたを お手伝いすること 適いませんが。 {^n}{^n}私にはサイスで 差し迫った 仕事があります。 巻物を 手に入れたら、 直ちにサイスの 私のところへ 持ってきて ください。 私はプタハ神殿で 待っています。 もはや あなただけが 頼みの綱です。	Greetings traveler, I am Imhotep.  Honorable Phaedrus has praised your accomplishments and sent word of your coming.  Even the heroes of legend might have met their match in a Telkine.  Yet you have stood triumphant where others would have failed.{^n}{^n}Greece is not the only land plagued with monsters and other unnatural creatures.  Egypt is also in chaos; the Pharaoh has fled the palace and is now in hiding.  Entire armies cannot stop the monsters.  Without the gods, our cause is lost – death and slavery are our only future.{^n}{^n}I know a way we can contact the godly realm even though the conduit was destroyed.  There is an ancient invocation ceremony that might allow us to summon the gods.  You must go to the great library of Rhakotis and locate the Scroll of Invocation.  I must warn you to use caution as monsters have broken into the archives.  I cannot aid you in this task for I am no warrior.   {^n}{^n}I have pressing business in Sais.  Once you have obtained the scroll bring it to me there.  I will be in the Temple of Ptah.  All our hopes rest with you now.
門を抜けなされ。 程なく図書館が 見えてきますから。	Go through the gates, the library shouldn't be hard to find. 
巻物には、 いにしえの祈祷の 儀式についての 記述があります。 知識のない者には 無用の長物ですが、 私なら文章に 隠された意味を 読み取ることが できるでしょう。 	undefined
プロメテウス騎士団は、 ナイル川の下流、 プタハ神殿がある サイスの 村付近に 集結しています。 私もそこに 行かねば なりません。	The Order of Prometheus gathers near the village of Sais, in the Temple of Ptah on the lower Nile.  I am needed there.
祈祷の巻物が、 我々の 絶望の嘆きを 神々に伝えて くれることを 祈りましょう、 必ずや。 さもなくば、 望みはありません。	Let us pray the Scroll of Invocation can bring our cries of despair to the gods. It must.  If not, all hope is lost.
図書館で巻物を 見つけてください。 プタハ神殿で お会いしましょう。	Find the scroll in the library and meet me in the Temple of Ptah.
化け物の 侵入を防ぐため、 門は封鎖されてる。 図書館に 行くのなら、 貧民街を抜ける しかないな。	They blocked off the gate to keep the monsters out.  If you want to reach the library, you will have to find your way through the slums.
貧民街は 危険がいっぱいだ。 でもここを 通るしかない。	The slums are dangerous, they are overrun...  but they are the only route to the library now.
このところ、 奇妙な報せが 届くんだ。 こんな怪物どもなんか、 この先にいる奴に 比べれば なんでもない っていうのさ。 強大で冷酷な 古代の魔術師が この土地にやってくる って話だ。 そいつらは…、 何だったかな、 そうそう、 テルキンだ。 そいつは このラコティスから ナイルに向かって るんだってさ。	Strange news travels the roads these days.  They say the monsters are nothing compared to what lies ahead.  There are whispers of an ancient sorcerer, powerful and cruel, who has come to our land.  Know what they call it?  Telkine, that is what.  They say it was here in Rhakotis and then headed up the Nile.
テルキンが来た。 …もっぱら そういう噂だ。 それだけさ。 時節柄、 確かなことは 誰にも わからないよ。	A Telkine has come... or so it is rumored.  Just that, no more.  But in these times, who can say?
聞いたかい？ 「テルキン」のことさ。	Have you heard of such a thing?  Heard of this ‘Telkine’?
あの怪物どもには、 もううんざりだ。	This plague of monsters is enough.
噂を信じるなら、 あれが やってきたのは 昨日、 いや今朝だってさ。	If you believe the gossip, this thing was here yesterday – it was here this morning!
俺が知ってるのは それだけだ。 繰り返すが、 これ以上のことは 知らない。	That is all I know.  I repeat what I hear, no more.
毎日違う噂が 飛びかってるぜ。 今日の噂は、 神々が我々を 見捨てたってヤツだ。 俺たちゃもう おしまいだな。 明日には あいつが、 アテン ラーにかわる 新しい神に なってるだろうぜ。	Everyday the rumors are different.  Today, the gods have abandoned us.  We are all lost.  Tomorrow, it will be a new god who wants to overthrow Aten-Ra.
偉大なるラー神の 敵たるアペプが、 猛毒の滴る牙で ラーの踵に 噛み付いた と言う者もいる。 かくて 我らが守護神は 地に臥し、 アペプは 野獣を人類に 差し向けた …ってな。	Some say that Apep, enemy of the great god Ra, sank venomous teeth into his heel; now that our protector has fallen, Apep has turned the beasts on humankind.
上ナイルから来た 別の人が言うには、 この化け物の 異常発生は、 謀反の咎で ファラオに処刑された 大魔術師の復讐 なんだと。	Another man from the upper Nile claimed that the Pharaoh ordered a great mage killed for treachery, and this plague of beasts is the mage’s revenge.
俺の意見も 聞かせろって？ そうさな、 戦わなけりゃ、 噂話をする舌も なくなるだろうさ！	What do I think?  I think if we do not fight, soon there will be no tongues left for rumors!
あなたの訪れを 神に感謝します！ 私は獣たちから 図書館を 守ろうと 手を尽くし ましたが、 連中は既に あらゆるところに 入り込んで しまいました。 下層の書庫も 含めてです。 奴らは聖なる 巻物に記された 知識に敬意を 払うこともなく、 全てを 焼き払い、 灰にしています。 奴らを止めて ください！	I thank the gods that you are here!  I have done everything I could to keep the beasts from the library, but now these things are everywhere, even in our archives below.  These monsters are burning and destroying everything, with no respect for the knowledge our sacred scrolls hold.  Please stop them!
はい、 仰せの巻物は 下の階です。 獣どもから 焼かれたり、 切り裂かれて ズタズタになって いなければ よいのですが…。	Yes, I am sure the scroll of which you speak is down there – if it hasn’t been burned or slashed to ribbons by those beasts!
我々はその 巻物を大切に 保管して きました。 もし怪物たちに 見つけられたら…。 どうすれば いいのでしょう、 もうおしまいです！	We keep the scrolls below.  Somehow these monsters found their way in, I don’t know how.  They'll ruin everything!
書庫はこの階段の下です。 お気をつけて！	The archives are down these stairs.  Be careful!
戦士殿、 あなたには 借りができました。 あなたのおかげで、 人類にとって かけがえのない英知を、 少しなりとも 取り戻すことが できました。 我々は かつての栄光を 取り戻すことが できるに 違いありません。 {^n}{^n}プタハ神殿への 最短ルートは、 この書庫の奥にある 抜け道を 通ることです。 ラコティスの 他の出口は 封鎖されている ようですので。	Warrior, we are in your debt.  Thanks to your help, we may recover a small portion of the library's priceless wisdom.  We may restore it to its former glory someday.  {^n}{^n}The fastest route to the Temple of Ptah is through a secret passage located deep in our archives.  I'm afraid the other exits from Rhakotis have been blocked.  
抜け道は、 図書保管所にある 最重要書庫の 裏手です。 ナイル川に接する 一面の砂漠、 ハトホル盆地に 出ますよ。	The secret passage is below the primary archives in the library vault.  It leads to the Hathor Basin, a stretch of desert bordering the Nile.
すばらしき 英雄に賞賛あれ！ イムホテップから 君を待つよう 頼まれていたよ。 つい昨日のこと、 この神殿は 完全に包囲され、 今では…。 見てくれ、 テルキンにすっかり 荒らされてしまった。 我々は彼奴を 阻止するために あらゆる手を 尽くしたが、 あの古代の魔術師に 対抗するには 力不足だった。 ここには、 プロメテウス 騎士団が 守り続けてきた、 神々と タイタン族との戦い 以前から伝わる 数多くの 神秘の品々がある。 彼奴が何を 探していたのかは わからないがね。 {^n}{^n}イムホテップは すぐさま 身を隠し、 聖典を持って 難を逃れた。 彼の伝言だ。 「自分は メンフィスに向かい、 そこであなたを 待つ」と。 ナイル川に 沿って行けば、 かの大いなる都に 辿り着けるだろう。	Hail good hero!  Imhotep asked us to watch for you.  Just yesterday this temple stood whole and complete, and now – look!  It has been ransacked by a Telkine.  We did all we could to stop him, but we were powerless against the ancient sorcerer.  I do not know what he wanted.  There are many mysteries which the Order of Prometheus guards, mysteries from before the war of the gods and Titans.{^n}{^n}Imhotep fled when the Telkine came, escaping with some of the temple's most sacred texts.  He left me with a message for you: he has gone to Memphis and waits for you there.  Follow the Nile, and you will come to the great city.
それはもう、 異様で恐ろしい 光景だったさ。 彼奴は我々には 目もくれず、 何かを探して いるようだった。 見てくれ、 この神殿の ありさまを！	It was a strange and fearsome scene, I can tell you.  He had no interest in us – it seemed as if he were searching for something.  You can see for yourself how the Telkine left our temple!
テルキンの その後の消息は 不明だ。 しかし 彼奴が何かを 見つけたとは 思えない。 彼奴は襲って きたとき同様、 あっというまに 姿を消したのだ。	I don’t know what the Telkine was after.  I don’t think he found it though.  As quickly as he struck, he was gone again with the same speed.
イムホテップは 無事だ。 彼は戦士ではなく、 その英知こそが 力だからな。 彼は今 メンフィスにいる。 そこで会うといい。	Imhotep was not hurt.  He is no warrior, his strength lies in his wisdom.  He will be in Memphis by now.  Meet him there.
イムホテップは メンフィスで あなたを 待っている。 ナイル川を 遡って行けば、 メンフィスに着くよ。	Imhotep is waiting for you in Memphis.  Travel up the Nile, and you will find that city.
イムホテップに 会えたって？ それはよかった。 あなたの行動は、 騎士団にとって 極めて重要だと 聞いている。	You found Imhotep?  Good.  I heard what you are doing is of great importance to the Order.
あなたの旅路に幸あれ。 	Good luck in your journey.  
あなたに会えて ほっとしました。 情勢は よくありません。 我々は、 あの強力な テルキンと戦う 態勢がまったく 整っていないのです。 タイタン族と 神々との戦い以来、 かの眷属を 見た者は なかった というのに、 今では そこかしこで 目撃されています！ 前にも増して 祈祷の儀式が 重要となってきました。 我々を 保護することが できるのは 神々のみです。 {^n}{^n}祈祷の巻物を 取り戻していただき、 感謝しています。 見せてください。 …ふーむ、 祈祷の秘儀を 全うするには、 「混沌の眼」と 「調和の手」という 祭器が必要です。 「混沌の眼」は、 ファイユーム オアシスの彼方に あるとの噂です。 「調和の手」の方は ギゼにある はずです。 {^n}{^n}それらの秘宝を 取り戻し、 私の元へ 運んでください。 神々を 召喚するには それしか ありません。 用心なさいませ！ どんな危険が 待ち受けているか わかりませんぞ。	I am relieved to see you.  Things have not gone well.  We were horribly unprepared to battle a  powerful Telkine.  No one has seen one since the war between the Titans and the gods, but now they seem to be everywhere!  It is more important than ever that we proceed with the invocation ceremony.  Only the gods can protect us.  {^n}{^n}Thank you for retrieving the Scroll of Invocation.  Now let me see… to complete the Ritual of Invocation we must first collect the Eye of Chaos and the Hand of Balance.  The Eye is rumored to be somewhere beyond the Fayum Oasis.  I believe the Hand of Balance is in Giza. {^n}{^n}Recover these artifacts and bring them to me.  Only then can we summon the gods.  Be on your guard!  In these times, peril lurks at every turn.
あなたに会えて ほっとしました。 情勢は よくありません。 我々は、 あの強力な テルキンと戦う 態勢がまったく 整っていないのです。 タイタン族と 神々との戦い以来、 かの眷属を 見た者は なかった というのに、 今では そこかしこで 目撃されています！ 前にも増して 祈祷の儀式が 重要となってきました。 我々を 保護することが できるのは 神々のみです。 {^n}{^n}…ふーむ、 祈祷の秘儀を 全うするには、 「混沌の眼」と 「調和の手」という 祭器が必要です。 「混沌の眼」は、 ファイユーム オアシスの彼方に あるとの噂です。 「調和の手」の方は ギゼにある はずです。 {^n}{^n}それらの秘宝を 取り戻し、 私の元へ 運んでください。 神々を 召喚するには それしか ありません。 用心なさいませ！ どんな危険が 待ち受けているか わかりませんぞ。	I am relieved to see you.  Things have not gone well.  We were horribly unprepared to battle a  powerful Telkine.  No one has seen one since the war between the Titans and the gods, but now they seem to be everywhere!  It is more important than ever that we proceed with the invocation ceremony.  Only the gods can protect us.  {^n}{^n}Now let me see… to complete the Ritual of Invocation we must first collect the Eye of Chaos and the Hand of Balance.  The Eye is rumored to be somewhere beyond the Fayum Oasis.  I believe the Hand of Balance is in Giza. {^n}{^n}Recover these artifacts and bring them to me.  Only then can we summon the gods.  Be on your guard!  In these times, peril lurks at every turn.
秘宝の所在について、 お話しした以上の 情報がないことを お詫びします。 「調和の手」は、 ギゼのどこかに あると思われます。 おそらく ピラミッドか、 あるいは巨大な スフィンクスに。 「混沌の眼」は、 ファイユーム オアシス付近に あるはずです。 これらの秘宝を 探し出して ください。	I am afraid I know no more about the location of these artifacts than I have told you.  The Hand of Balance is thought to be somewhere in Giza, perhaps in the pyramid or the Great Sphinx.  The Eye of Chaos should be somewhere near the Fayum Oasis.  Seek these artifacts and return to me.
ギゼ、 そしてファイユーム オアシスに向け 旅立つのです。 「混沌の眼」と 「調和の手」を 持ち帰ってください。 それらは 神々への 呼びかけに 不可欠の ものであり、 我々にとって 最後の希望 なのです。 	Travel to Giza and the Fayum Oasis.  Bring back the Eye of Chaos and the Hand of Balance.  It is vital that we invoke the gods, for they are our only hope.
素晴らしい！ あともう一つの 秘宝が揃えば、 祈祷の儀式を 始められます。	Excellent.  Now bring me the other artifact, and we can begin the invocation ceremony.
ごきげんよう、 旅のお方。 このごろは ここいらを 訪れる人は とんと見かけないがね。 古代の秘宝 なんてものは 知らないよ。 この辺で 昔っから あるものといや、 砂漠ぐらいのもんさ。 この壁の 向こう側には オシリスの 神殿がある。 でも用心した 方がいいよ。 その神殿は昨夜 怪物どもに 襲撃されてるからね。 今頃は…、 いや待てよ、 そういえば もう一つの 神殿の話を 聞いたことがあるな。 初代ファラオの時代の 古い神殿だ。 砂漠の果ての断崖に 建てられてるんだ そうだが、 ただの伝説かも しれないよ。 なにしろ誰も 見たこと ないんだから。 まあたぶん、 実在は してないん だろうな。	Greetings, traveler.  We haven't seen many new faces here, lately.  I don't know about any ancient artifacts – the only thing ancient around here is the desert.  There's the Temple of Osiris, just outside the walls here.  Be warned, it was attacked last night by monsters.  Now... hold a minute.  I have heard of another temple, ancient, from the days of the first Pharaohs.  It was built into a cliff far off in the desert.  But it is only a legend.  No one has seen it –  it might not exist!
オシリスの神殿が 襲われたってよ。 見たわけじゃ ないけどね。 	I heard that the Temple of Osiris was attacked, but I did not see it with my own eyes.
古い神殿のことかい？ ただの噂さ、 神話だよ。 もしあるとしたら、 ここから遙か遠い、 砂漠のずっと奥に あるんだろうな。	That old temple – I am sure it is just a rumor, a myth.  But if it did exist, it must be far off, deep in the desert. 
ファイユームは 素晴らしい オアシスさ。 周りには 沢山の住民や 商人やラクダがいて、 商店や 外壁もあるし、 キャラバンだって 集まってくる。 砂漠では 水は命、 水は金と 同じくらい 貴重だからね。	Fayum – a great oasis.  Around it gather people, merchants, camels... then shops, walls, caravans.  Out here in the desert, water is life – water is gold.
オシリス神殿が どの程度 やられたのかは わからないけど、 街の外で すぐに見つかるよ。 もう一つの、 寓話めいた 砂漠の神殿の 場所を知る 者はいない。 その神殿が 何と呼ばれて いるかを 知る者も いないよ。 もし神殿が 存在すればの 話だがね！	I do not know how much damage the monsters did to the Temple of Osiris, but you'll find it just outside the town.  No one knows where to find this fabled desert temple, or even what it was called.  If it exists!
噂じゃなかった？ 神殿は実在したって？ ただの伝説だと 思ってたよ。 	It was not a rumor?  The temple was real?  I was sure it was no more than a legend.
伝説が真実を 伝えていることも あるんだな。	Sometimes legends are true, then.
あなたは ギリシャから やって来られた 方ですね。 テルキンを 退治なすったとか！ 実は、 テルキンの一人が ここに来たのです。 これはテルキンの 仕業です。 つい昨日まで、 この柱は １本も倒れてなど いませんでした。 私はこの プロメテウス信徒の 神殿を、 盗賊や砂漠の獣から 守る役目を 仰せつかって いましたが、 テルキンに対しては 力不足でした。 実際、 逃げおおせることが できただけでも 幸運でした。	You're the one from Greece, aren't you, the one who killed the Telkine!  Would you believe it – a Telkine was here.  A Telkine did this.  Just yesterday, these pillars were standing and whole.  I have guarded this Promethian temple from thieves and desert beasts, but I was powerless against the Telkine.  In truth, I was lucky to escape alive.
テルキンが 騎士団への恨みを 晴らしたのか、 それとも何かを 探していたのか、 私には何とも 言えません。 ご覧のように、 テルキンは 神殿を叩き毀し、 隅々まで 歩き回ったのち、 消えてしまったのです。	Whether the Telkine was taking revenge on the Order of Prometheus or searching for something, I cannot say.  He destroyed much, as you can see; went through the whole temple, then left.
「混沌の眼」なるものは 聞いたことが ありません。 ファイユーム 周辺の 人々に お尋ねなさい。	I haven't heard of this Eye of Chaos.  You might try asking around in Fayum.
テルキンは、 サイス近辺の プタハ神殿も 襲ったと 聞きました。 どちらの神殿も プロメテウス 騎士団が 守っていた のですが。	I heard that the Telkine struck the Temple of Ptah near Sais as well.  Both were guarded by the Order of Prometheus.
プロメテウスの信徒は、 数多くの貴重な 古代の秘宝を この神殿に 保管していましたが、 「混沌の眼」と 呼ばれるものは ありませんでした。	The Prometheans kept many ancient and precious artifacts here but none were called the Eye of Chaos.
あなたの探索行に幸あれ。 テルキンが エジプトで行った 暗黒の所業を 思い知ら される日が 来なければ いいのですが。	Good luck on your quest.  I am afraid to learn what dark business this Telkine has in Egypt.
財宝に埋もれた 墓所に隠されている というわけでは、 決してない。 そうでは ないのだ。 「調和の手」とは 謎かけだ。 そう、 足下の冷たい 石の下にあるのだ。	Not in tombs among the riches, no.  Not there.  The Balanced Hand is a riddle, yes, a prize beneath a cold stone paw.
おお、 「混沌の眼」と 「調和の手」を 手に入れたのですね。 この２つを 合わせれば、 強大な力を 秘めた秘宝、 「不滅の錫杖」が 完成します。 さあ、 急いで儀式を 行いましょう。	Ah, the Eye of Chaos and the Hand of Balance.  They combine to form the Scepter of Eternity, an artifact of great power.  Now, let us make haste and perform the ceremony. 
なぜだ！ 失敗か？ 何ということでしょう、 これまでの労苦が 全て水の泡になって しまうなんて！ 我々はついに 天界と切り離され、 神々の助けを 得ることが 不可能となって しまいました。 {^n}{^n}まだ あきらめては いけません。 エジプト中を 荒らし回った テルキンは、 プロメテウス 騎士団が 守護してきた いくつもの遺跡を 破壊しました。 それらの遺跡には、 あの古代の戦から 受け継がれてきた、 強力な秘宝が 保管されて いたのです。 テルキンは明らかに、 そのうちのどれかを 探しているの でしょう。 なぜなら、 それらの秘宝は 神秘の力を宿し、 だからこそ 我が騎士団は 数千年にも わたって 遺跡を守り 続けてきたの ですから。 このエジプトで 未だ襲撃を 免れている 遺跡はただ一つ。 神々の助力を 請うがあまり、 そこに考えが 及ばなかったとは、 私の目は 節穴でした。 まったく 愚かな話です。 {^n}{^n}あなたは ただ一つ残された遺跡、 王家の谷にある ラムセスの墓所に 向かわなくては なりません。 ナイルを遡って テーベへ、 そして王家の谷へと 向かうのです。 テルキンが 通った痕跡を 見落とさないように。 彼奴の 探しているものが 何であれ、 彼奴の手に 渡しては なりません。 あなたが この使命を 成し遂げたら、 再びテーベで お会いしましょう。 {^n}{^n}神々の助けが 得られぬとなれば、 もはや 頼れるのは あなただけです。 さあ、 お行きなさい！	Why this – this cannot be!  How could we fail?  All that we’ve tried to accomplish has been in vain!  It is clear to me that the gods cannot help us.  We are now truly on our own. {^n}{^n}We must never stop trying.  The Telkine that has been rampaging through Egypt has ravaged a number of sites guarded by the Order of Prometheus.  These sites hold powerful artifacts from the ancient war; clearly the Telkine is looking for something.  Because of the artifacts' mysterious powers, we of the Order have guarded the hidden sites for thousands of years.  Now there is only one site that has gone untouched in all of Egypt.  In my blindness, I ignored all this because I thought the gods would save us.  I was truly a fool. {^n}{^n}You must go to the Tomb of Ramses, the last site in the Valley of the Kings.   Head up the Nile to Thebes and from there to the Valley and the Tomb.  Look for signs of the Telkine’s passage.  Whatever he’s searching for must not fall into his hands.  When you have accomplished this task, meet me in Thebes. {^n}{^n}Now that we cannot count on the gods to save humanity, we must count on our heroes. Go now!
私は愚かでした…。 神々の助力が 得られるとばかり 思っていたのです。 しかし救いは もたらされませんでした。 今はただ 手遅れに ならぬよう 祈るだけです。	I was a fool... I put all my faith in help from the gods – but it was not to be.  I only hope it is not too late.
テルキンを倒さねば、 もうおしまいです。 全ては あなたに かかって いるのですよ。 	Had you not already slain a Telkine, I would say all is lost.  All hope rides on you now.
行くのです、 戦士よ。 テルキンの目論見を 阻止してのち、 テーベで お会いしましょう。	Go, warrior.  Stop the Telkine, then look for me in Thebes.
戦士殿のご到来だ！ よくぞ ここまで生きて 辿り着いたもんだ。 怪物どもは道々、 誰も彼も 皆殺しに してるって いうのに！ {^n}{^n}怪物どもは大群だぜ。 率いていたのは、 暗黒の瘴気を放つ 恐ろしい 妖術師だった。 あれがテルキンに 違いない。 身がすくむような 姿だったよ。 奴らはこの神殿の 守りを突破し、 その門から 王家の谷へ 向かった。	Hail warrior!  How did you get here alive?  The monsters have been killing everyone along the roads!{^n}{^n}I saw a large group of monsters  being led by a terrible sorcerer who reeked of dark power; it must have been the Telkine.  He was a terrifying sight.  They forced their way through this temple, then past that gate, towards the Valley of the Kings.
そいつだ、 その「テルキン」とやらが 通っていったのさ。 俺たちも 皆殺しに されちまうんじゃ ないかと 思ったぜ。	This thing, this 'Telkine', if that's what you call it, came through here.  I was terrified it would stop and kill us all.
俺だって 臆病者って わけじゃねえ。 でもあいつらが 現れたときは、 正直心臓 バクバクだったさ。	I am not a coward, but my heart quailed in my chest when I saw them.
王家の谷かい？ そいつは、 多くのファラオが 埋葬された、 岩を穿った墓所だ。	The Valley of the Kings?  That is where the tombs of many Pharaohs lie, carved into rock.
テルキンを追うって？ 正気かよ！ その門をくぐれば 高地に出るが。 でもよ、 そんなバカなまねは やめときな。	Follow the Telkine? Are you mad? Through the open gate, follow the Highland Pass.  But only a fool would go there.
野獣どもは 道を下って 王家の谷の方へ 行ったよ。 その後 奴らがどうしたかは わからんが。	I saw the beasts head down the path, toward the Valley of the Kings.  Where they went next, I do not know.
ねえ、そこのあなた！ 見知らぬお方！ 最近テーベに来た 年老いた神官が、 君の所在を 尋ね歩いていた。 イムホテップとか いったかな、 躍起になって 君を捜していたよ。	Stranger!  Stranger!  An aged priest entered Thebes not long ago asking of your whereabouts.  He went by the name Imhotep, and he was quite impatient to find you.
老いた神官が 君を探し回っている。 何かを君に 伝えたそうだった。 とても重要な 何かをね。	The old priest was looking everywhere for you.  Whatever he had to say, it must have been important.
ハトシェプスト寺院は この道じゃないよ。	The Temple of Hatshepsut is not this way.
テルキンを 打ち負かすなんて 驚きだ！ まったく あなたって人は、 歌にも讃え られるべき 戦士ですよ。 {^n}{^n}私はイムホテップの 使いの者です。 彼はテーベにいます。 緊急にお知らせ したいことが あるそうです。	Amazing that you managed to defeat that Telkine.  You are indeed a warrior worthy of song.{^n}{^n}I was sent by Imhotep.  He is in Thebes now and has urgent news.
イムホテップはテーベです。 どうぞテーベへ。	Imhotep is in Thebes.  Seek him there.
